0,1,2,3,4,5,6,7,8,9
-0.15548539705427872,-1.051255649274201,-0.6244716901642768,0.6461922894152916,-0.2086478136016568,-0.1111111111111111,-1.0,-0.6666666666666666,0.6666666666666666,-0.2857142857142857
-0.18665314450222342,-1.172651826893295,-1.1657596530182215,-0.5943318853164408,0.8352274486780561,-0.1111111111111111,-1.0,-1.3333333333333333,-0.5555555555555556,0.7142857142857143
-0.9390533909515285,-0.39825889255410235,-0.6294257941969883,-1.0200115455334502,-0.9852211990521103,-0.8888888888888888,-0.3333333333333333,-0.6666666666666666,-0.9444444444444444,-1.0
-1.1362154110165619,0.21384681612302547,0.006868158107604227,-1.0924292946181657,-1.2659617773198106,-1.1111111111111112,0.3333333333333333,0.0,-0.9444444444444444,-1.4285714285714286
-1.0325481314899527,-1.1779627339158252,-0.6352065084090223,0.1520028482350436,-1.385919937718747,-1.0,-1.0,-0.6666666666666666,0.16666666666666666,-1.4285714285714286
-1.2412150265030901,0.3720058174756671,-0.397095889212008,-0.5501617028839287,0.12925558210331797,-1.2222222222222223,0.3333333333333333,-0.3333333333333333,-0.5555555555555556,0.14285714285714285
-0.8120873001447753,-1.436261879034716,1.139051808661277,0.045179331746388475,-1.0357544389592857,-0.7777777777777778,-1.3333333333333333,1.3333333333333333,0.05555555555555555,-1.1428571428571428
-0.7882915196938525,-1.1340227629204984,-0.8801033193261115,0.6666927681475389,-0.7577253479533398,-0.7777777777777778,-1.0,-1.0,0.6111111111111112,-0.8571428571428571
0.04536460314538493,-1.1348208669891335,-1.2281937282515565,0.5743288243834711,-0.5978361693050143,0.1111111111111111,-1.0,-1.3333333333333333,0.6111111111111112,-0.7142857142857143
-0.7272842386704101,-0.4555061116990063,0.07832513495800371,-0.003037227900968057,-0.3601681093220833,-0.6666666666666666,-0.3333333333333333,0.0,-0.05555555555555555,-0.42857142857142855
-0.8630588439579922,-0.3500815265373736,-0.031786634546956904,-1.2003311973513533,-0.3272735762124632,-0.7777777777777778,-0.3333333333333333,0.0,-1.1666666666666667,-0.42857142857142855
-0.09555410967612375,-0.8020974836564412,-0.4389755035115306,-0.9637375299851287,-0.1514012399450417,0.0,-0.6666666666666666,-0.3333333333333333,-0.8888888888888888,-0.14285714285714285
-1.0053478932332969,0.37247682293378925,-0.367307359018682,-1.0647845232078754,-0.33389015708783804,-1.0,0.3333333333333333,-0.3333333333333333,-0.9444444444444444,-0.42857142857142855
-0.5354279892573248,-1.124491415418957,-1.161626949436811,0.6768236401954261,-1.3865198697189656,-0.4444444444444444,-1.0,-1.3333333333333333,0.7222222222222222,-1.4285714285714286
-0.3112666826998691,0.24021774594734746,0.3301890888150959,-1.7708502418143517,-0.4924658713462752,-0.3333333333333333,0.3333333333333333,0.3333333333333333,-1.7777777777777777,-0.5714285714285714
0.20764629191824857,0.7537509857412299,1.114887006208954,-0.8386507490380178,0.6945696286149756,0.2222222222222222,0.6666666666666666,1.0,-0.8333333333333334,0.5714285714285714
-1.3860387731276478,0.3196357171833461,-0.17984328443482578,-0.42465237587920057,-0.02171035013469146,-1.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.0
-1.1204772810504935,0.6715876192142107,-0.8034505070628284,-0.7441734920743793,-0.2838170950294531,-1.1111111111111112,0.6666666666666666,-1.0,-0.7777777777777778,-0.42857142857142855
