year,month,day,anger_score,disgust_score,fear_score,joy_score,sadness_score,anger_count,disgust_count,fear_count,joy_count,sadness_count,close,open,high,low,change
2011,05,09,14.349144,1.758689,1.7291990000000002,125.21076200000002,17.431156,17,2,2,146,20,12684.68,12637.83,12751.35,12591.59,0.0036
2011,05,10,21.291995999999997,6.024833999999999,6.388533,108.70915600000001,28.781053999999997,25,7,7,126,34,12760.36,12685.13,12806.6,12665.45,0.006
2011,05,11,19.242157000000002,3.58319,5.430281,120.278154,21.142685,23,4,6,141,25,12630.03,12745.87,12748.21,12577.21,-1.02
2011,05,12,18.66091,6.0791010000000005,4.50879,115.48820800000001,15.224367,22,7,5,135,18,12695.92,12629.81,12746.09,12497.97,0.0052
2011,05,13,17.414649,4.299183,5.446472,133.14963799999998,13.778085,20,5,6,156,16,12595.75,12695.65,12749.08,12522.79,-0.79
2011,05,16,23.906944,6.00459,4.433978,118.83926000000001,20.7399,28,7,5,139,24,12548.37,12594.84,12676.66,12482.07,-0.38
2011,05,17,23.881368,3.3195120000000005,1.808332,100.22216,22.454801999999997,29,4,2,116,26,12479.58,12541.18,12591.51,12342.29,-0.55
2011,05,18,16.973762,3.426249,8.229282000000001,124.314528,22.470651,20,4,9,145,26,12560.18,12471.78,12595.6,12402.15,0.0065
2011,05,19,19.071439,2.671198,2.596885,108.82948300000001,15.927164000000001,23,3,3,126,19,12605.32,12561.46,12673.78,12506.67,0.0036
2011,05,20,25.354867000000002,5.986181,6.111289,93.976846,13.364432,30,7,7,109,16,12512.04,12604.64,12630.11,12453.96,-0.74
2011,05,23,20.775984,2.561359,2.451125,123.91578200000001,22.49827,25,3,3,144,27,12381.26,12511.29,12511.29,12292.49,-1.05
2011,05,24,25.722671,5.198548000000001,5.896145,110.540746,18.535293,31,6,7,127,22,12356.21,12381.87,12465.8,12315.42,-0.2
2011,05,25,26.111357,3.5190069999999998,4.6448529999999995,107.731946,20.382722,31,4,5,125,24,12394.66,12355.45,12462.28,12271.9,0.0031
2011,05,26,20.030622,2.422561,3.440057,114.193288,25.750219,24,3,4,133,31,12402.76,12391.56,12456.08,12285.75,0.0007
2011,05,27,13.702231,4.220562,3.329269,123.671668,13.446098999999998,16,5,4,145,16,12441.58,12398.06,12519.35,12382.93,0.0031
2011,05,31,27.929281,6.912491999999999,5.181399,128.786816,15.457963000000001,33,8,6,149,18,12569.79,12443.4,12611.68,12443.4,0.0103
2011,06,01,22.273439,6.129852,4.470059,110.263322,23.347032000000002,27,7,5,129,28,12290.14,12569.34,12569.34,12273.41,-2.22
2011,06,02,25.871758,2.793102,6.218624,102.618034,17.180597,31,3,7,119,20,12248.55,12289.61,12359.31,12171.39,-0.34
2011,06,03,22.608603,6.980562,6.081055999999999,120.150254,24.966296,27,8,7,139,29,12151.26,12247.87,12247.87,12061.96,-0.79
2011,06,06,25.670067,5.321236,4.327808,113.017706,19.263169,31,6,5,132,23,12089.96,12151.19,12201.44,12045.76,-0.5
2011,06,07,18.000317000000003,4.283969,5.128298,111.35601100000001,25.485298,22,5,6,130,31,12070.81,12090.18,12214.46,12055.64,-0.16
2011,06,08,25.585438,1.758045,3.4707209999999997,134.833268,22.727557,30,2,4,156,27,12048.94,12066.5,12145.21,11981.28,-0.18
2011,06,09,26.02733,0.931034,1.862068,112.945268,19.833423,31,1,2,132,24,12124.36,12049.47,12205.49,12038.49,0.0063
2011,06,10,25.415285,3.532953,7.150523,119.05703799999999,18.371246,30,4,8,138,22,11951.91,12124.17,12124.17,11912.03,-1.42
2011,06,13,20.091168,4.32584,3.606314,117.90416200000001,23.994219,24,5,4,136,29,11952.97,11945.33,12066.46,11883.15,0.0001
